Sample Size,Sample,ATestsappalphas,ATestsappalphasNorm,ATestsappbetas,ATestsappbetasNorm,ATestsappalpha_ds,ATestsappalpha_dsNorm,ATestsappbeta_ds,ATestsappbeta_dsNorm
50,17,0.51,0.51,0.5,0.5,0.5,0.5,0.5,0.5
50,18,0.53,0.53,0.5,0.5,0.5,0.5,0.5,0.5
50,19,0.53,0.53,0.49,0.51,0.5,0.5,0.5,0.5
50,20,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
100,2,0.5,0.5,0.5,0.5,0.505,0.505,0.5,0.5
100,3,0.52,0.52,0.49,0.51,0.505,0.505,0.5,0.5
100,4,0.51,0.51,0.5,0.5,0.505,0.505,0.5,0.5
100,5,0.48,0.52,0.495,0.505,0.505,0.505,0.5,0.5
100,6,0.505,0.505,0.495,0.505,0.5,0.5,0.5,0.5
100,7,0.505,0.505,0.495,0.505,0.505,0.505,0.5,0.5
100,8,0.4998,0.5002,0.495,0.505,0.5,0.5,0.5,0.5
100,9,0.505,0.505,0.495,0.505,0.495,0.505,0.5,0.5
100,10,0.4898,0.5102,0.495,0.505,0.505,0.505,0.5,0.5
100,11,0.495,0.505,0.495,0.505,0.505,0.505,0.5,0.5
100,12,0.495,0.505,0.495,0.505,0.505,0.505,0.5,0.5
100,13,0.505,0.505,0.5,0.5,0.5,0.5,0.5,0.5
100,14,0.495,0.505,0.49,0.51,0.505,0.505,0.5,0.5
100,15,0.5048,0.5048,0.5,0.5,0.505,0.505,0.5,0.5
100,16,0.48,0.52,0.495,0.505,0.505,0.505,0.5,0.5
100,17,0.495,0.505,0.495,0.505,0.505,0.505,0.5,0.5
100,18,0.5048,0.5048,0.5,0.5,0.505,0.505,0.5,0.5
100,19,0.515,0.515,0.495,0.505,0.5,0.5,0.5,0.5
100,20,0.49,0.51,0.5,0.5,0.505,0.505,0.5,0.5
250,2,0.496,0.504,0.502,0.502,0.5,0.5,0.5,0.5
250,3,0.516,0.516,0.496,0.504,0.5,0.5,0.5,0.5
250,4,0.50192,0.50192,0.5,0.5,0.502,0.502,0.5,0.5
250,5,0.48992,0.51008,0.498,0.502,0.5,0.5,0.5,0.5
250,6,0.502,0.502,0.496,0.504,0.498,0.502,0.5,0.5
250,7,0.49392,0.50608,0.5,0.5,0.502,0.502,0.5,0.5
250,8,0.49184,0.50816,0.496,0.504,0.498,0.502,0.5,0.5
250,9,0.508,0.508,0.494,0.506,0.494,0.506,0.5,0.5
250,10,0.49992,0.50008,0.498,0.502,0.502,0.502,0.5,0.5
250,11,0.49792,0.50208,0.498,0.502,0.5,0.5,0.5,0.5
250,12,0.49,0.51,0.5,0.5,0.5,0.5,0.498,0.502
250,13,0.504,0.504,0.502,0.502,0.5,0.5,0.498,0.502
250,14,0.504,0.504,0.496,0.504,0.5,0.5,0.498,0.502
250,15,0.49792,0.50208,0.5,0.5,0.5,0.5,0.5,0.5
250,16,0.482,0.518,0.498,0.502,0.502,0.502,0.498,0.502
250,17,0.48792,0.51208,0.5,0.5,0.502,0.502,0.5,0.5
250,18,0.49192,0.50808,0.502,0.502,0.5,0.5,0.498,0.502
250,19,0.50792,0.50792,0.494,0.506,0.498,0.502,0.5,0.5
250,20,0.49,0.51,0.5,0.5,0.498,0.502,0.5,0.5
500,2,0.495,0.505,0.5,0.5,0.497,0.503,0.5,0.5
500,3,0.506,0.506,0.496,0.504,0.5,0.5,0.5,0.5
500,4,0.491968,0.508032,0.499,0.501,0.501,0.501,0.5,0.5
500,5,0.490968,0.509032,0.498,0.502,0.5,0.5,0.5,0.5
500,6,0.497,0.503,0.498,0.502,0.498,0.502,0.5,0.5
500,7,0.491968,0.508032,0.499,0.501,0.501,0.501,0.5,0.5
500,8,0.491936,0.508064,0.496,0.504,0.498,0.502,0.5,0.5
500,9,0.498,0.502,0.498,0.502,0.496,0.504,0.5,0.5
500,10,0.498968,0.501032,0.497,0.503,0.501,0.501,0.5,0.5
500,11,0.491968,0.508032,0.498,0.502,0.498,0.502,0.5,0.5
500,12,0.486968,0.513032,0.501,0.501,0.499,0.501,0.499,0.501
500,13,0.5,0.5,0.502,0.502,0.5,0.5,0.499,0.501
500,14,0.498,0.502,0.498,0.502,0.499,0.501,0.499,0.501
500,15,0.496936,0.503064,0.5,0.5,0.5,0.5,0.5,0.5
500,16,0.486,0.514,0.499,0.501,0.499,0.501,0.498,0.502
500,17,0.489968,0.510032,0.5,0.5,0.498,0.502,0.5,0.5
500,18,0.496968,0.503032,0.501,0.501,0.5,0.5,0.499,0.501
500,19,0.495968,0.504032,0.498,0.502,0.499,0.501,0.5,0.5
500,20,0.488968,0.511032,0.5,0.5,0.498,0.502,0.5,0.5
