SampleSize,Set,sappalphas,sappbetas,sappalpha_ds,sappbeta_ds
20,4,8,3,44,5
20,4,16,0,41,1
20,4,11,1,27,8
20,4,18,3,36,8
20,4,18,2,53,8
20,4,22,0,34,2
20,4,16,0,32,3
20,4,21,2,46,8
20,4,20,1,42,2
20,5,21,1,41,0
20,5,18,3,39,9
20,5,20,0,46,8
20,5,16,2,30,7
20,5,11,1,17,7
20,5,16,1,53,2
20,5,20,3,40,5
20,5,18,2,31,7
20,5,19,0,42,5
20,5,19,4,30,6
20,5,13,1,43,5
20,5,12,1,62,3
20,5,18,0,30,3
20,5,12,0,48,6
20,5,8,1,29,5
20,5,29,2,35,2
20,5,14,1,53,8
20,5,13,2,51,2
20,5,22,3,49,4
20,5,19,1,42,7
20,6,18,2,43,8
20,6,20,1,39,7
20,6,12,1,53,4
20,6,23,1,29,6
20,6,18,2,31,1
20,6,19,1,42,7
20,6,20,3,32,0
20,6,17,2,52,9
20,6,24,2,41,0
20,6,22,3,35,1
20,6,15,0,38,5
20,6,15,1,42,0
20,6,18,2,50,0
20,6,13,0,44,4
20,6,22,3,32,8
20,6,21,3,31,2
20,6,18,1,31,3
20,6,19,3,22,6
20,6,14,3,36,0
20,6,11,2,59,5
20,7,17,0,38,6
20,7,20,2,54,0
20,7,15,1,27,2
20,7,18,3,43,0
20,7,21,4,38,4
20,7,18,0,48,5
20,7,14,2,47,4
20,7,14,3,47,1
20,7,20,0,41,2
20,7,16,2,28,0
20,7,13,1,51,0
20,7,18,2,56,0
20,7,20,3,27,6
20,7,12,2,58,8
20,7,9,0,38,7
20,7,18,1,39,2
20,7,20,2,41,7
20,7,12,1,37,8
20,7,14,1,53,9
20,7,19,2,56,6
20,8,18,1,50,0
20,8,13,0,27,5
20,8,14,2,37,8
20,8,20,2,37,5
20,8,10,0,41,5
20,8,16,3,37,2
20,8,8,1,41,6
20,8,16,1,44,0
20,8,13,2,61,4
20,8,15,4,28,7
20,8,18,0,29,9
20,8,21,2,26,2
20,8,14,2,24,1
20,8,19,2,43,1
20,8,17,0,46,6
20,8,24,2,20,0
20,8,19,3,33,5
20,8,16,1,23,5
20,8,21,2,50,2
20,8,13,0,40,4
20,9,17,3,28,7
20,9,17,2,40,0
20,9,17,0,52,0
20,9,15,9,34,0
20,9,13,1,37,7
20,9,16,2,35,5
20,9,8,0,45,6
20,9,12,2,45,1
20,9,18,1,39,2
20,9,16,3,39,3
20,9,15,1,50,3
20,9,15,2,45,0
20,9,13,3,45,0
20,9,11,1,41,9
20,9,12,2,47,9
20,9,16,4,49,3
20,9,16,2,32,5
20,9,9,3,43,4
20,9,10,2,49,6
20,9,10,3,32,7
20,10,18,0,40,4
20,10,21,1,35,3
20,10,17,1,41,4
20,10,17,2,44,0
20,10,9,2,41,0
20,10,14,1,37,7
20,10,20,3,39,3
20,10,14,1,42,9
20,10,19,3,30,7
20,10,10,3,57,0
20,10,19,1,34,4
20,10,9,2,38,6
20,10,19,2,37,6
20,10,19,3,43,0
20,10,16,0,34,0
20,10,17,1,32,5
20,10,16,1,43,8
20,10,29,1,19,4
20,10,16,0,40,7
20,10,21,5,34,0
20,11,17,0,56,4
20,11,13,3,55,7
20,11,10,0,44,7
20,11,15,2,32,8
20,11,19,4,43,1
20,11,16,2,44,2
20,11,18,1,41,2
20,11,19,0,21,1
20,11,15,1,31,5
20,11,16,1,36,5
20,11,21,3,34,3
20,11,15,2,35,2
20,11,19,1,48,0
20,11,25,1,41,8
20,11,14,2,33,7
20,11,25,2,50,8
20,11,15,2,52,6
20,11,8,0,50,0
20,11,21,5,38,0
20,11,14,3,60,0
20,12,15,3,46,8
20,12,11,2,50,7
20,12,15,1,51,3
20,12,26,1,46,0
20,12,14,2,30,5
20,12,5,1,28,7
20,12,20,2,38,8
20,12,17,2,40,1
20,12,16,3,44,0
20,12,21,3,45,8
20,12,16,2,44,6
20,12,20,1,49,4
20,12,6,2,48,5
20,12,26,4,46,4
20,12,16,1,41,6
20,12,20,2,28,0
20,12,19,2,39,8
20,12,16,1,54,7
20,12,15,1,37,4
20,12,9,0,52,5
20,13,12,3,28,1
20,13,9,3,38,5
20,13,13,2,53,2
20,13,17,3,52,1
20,13,17,1,42,0
20,13,24,4,37,7
20,13,12,2,46,2
20,13,19,2,42,6
20,13,28,1,30,4
20,13,15,0,40,5
20,13,14,2,43,0
20,13,18,2,37,5
20,13,17,3,38,3
20,13,17,3,45,2
20,13,7,1,46,2
20,13,20,0,33,5
20,13,18,1,43,8
20,13,22,0,25,6
20,13,26,0,34,0
20,13,16,1,34,1
20,14,19,3,34,1
20,14,8,0,37,2
20,14,14,2,29,4
20,14,20,1,40,7
20,14,13,0,51,4
20,14,15,2,51,1
20,14,13,1,40,2
20,14,14,3,65,2
20,14,13,2,40,8
20,14,15,3,41,7
20,14,22,0,38,0
20,14,21,1,45,0
20,14,25,3,40,6
20,14,14,9,58,0
20,14,16,3,44,0
20,14,24,0,50,4
20,14,13,2,31,2
20,14,13,3,29,4
20,14,10,3,47,5
20,14,24,2,36,6
20,15,18,1,48,5
20,15,18,3,35,5
20,15,14,2,44,3
20,15,18,2,38,0
20,15,17,1,53,5
20,15,24,2,38,5
20,15,10,0,64,4
20,15,15,1,45,0
20,15,10,1,39,4
20,15,13,1,37,6
20,15,10,2,46,6
20,15,20,4,33,0
20,15,31,2,26,0
20,15,18,2,44,2
20,15,16,1,19,0
20,15,11,3,39,5
20,15,23,1,38,0
20,15,17,1,41,0
20,15,19,0,44,3
20,15,29,2,23,0
20,16,13,2,29,3
20,16,5,2,37,5
20,16,13,2,47,2
20,16,20,1,31,6
20,16,22,0,37,3
20,16,18,1,37,6
20,16,19,2,52,3
20,16,16,3,42,6
20,16,21,2,34,5
20,16,18,1,31,6
20,16,17,2,26,8
20,16,16,1,36,4
20,16,19,3,44,1
20,16,17,2,37,7
20,16,13,0,55,6
20,16,11,2,45,6
20,16,19,0,39,6
20,16,10,1,39,3
20,16,18,2,31,5
20,16,17,1,35,4
20,17,13,2,42,4
20,17,26,3,48,1
20,17,18,2,42,4
20,17,20,5,44,0
20,17,11,2,43,4
20,17,30,1,39,0
20,17,16,4,36,4
20,17,22,2,47,4
20,17,25,1,56,9
20,17,14,3,42,0
20,17,31,0,35,3
20,17,12,4,32,0
20,17,25,3,42,5
20,17,16,3,59,3
20,17,8,4,51,0
20,17,12,1,45,7
20,17,17,1,35,6
20,17,24,2,25,5
20,17,20,6,27,0
20,17,14,4,47,0
20,18,7,0,57,0
20,18,19,2,43,6
20,18,18,2,42,3
20,18,25,0,24,2
20,18,14,2,35,5
20,18,23,2,39,1
20,18,20,0,39,0
20,18,14,1,35,0
20,18,21,3,42,0
20,18,19,1,43,3
20,18,16,3,37,8
20,18,14,5,38,0
20,18,22,2,45,1
20,18,24,2,48,3
20,18,15,2,37,9
20,18,19,3,40,3
20,18,19,6,29,0
20,18,21,1,42,5
20,18,19,7,37,0
20,18,19,2,45,3
20,19,13,3,64,4
20,19,15,1,29,6
20,19,14,2,31,6
20,19,14,2,31,6
20,19,27,1,36,1
20,19,16,1,43,1
20,19,25,0,32,7
20,19,19,3,43,6
20,19,14,3,62,6
20,19,15,1,34,4
20,19,10,3,37,5
20,19,13,1,43,2
20,19,23,2,43,0
20,19,17,2,44,5
20,19,17,0,24,6
20,19,13,5,46,0
20,19,16,1,35,5
20,19,14,1,37,0
20,19,15,3,44,1
20,19,11,5,42,0
20,20,19,1,28,2
20,20,11,2,27,6
20,20,18,4,47,0
20,20,21,2,47,2
20,20,18,1,37,7
20,20,17,4,56,6
20,20,16,1,31,4
20,20,14,2,38,2
20,20,22,1,27,6
20,20,18,1,38,7
20,20,6,3,34,3
20,20,26,2,28,2
20,20,18,1,40,7
20,20,12,2,47,6
20,20,10,2,44,1
20,20,16,1,28,5
20,20,13,2,41,7
20,20,13,0,36,6
20,20,19,0,36,7
20,20,18,2,36,0
50,1,15,2,46,4
50,1,28,2,36,8
50,1,6,2,36,7
50,1,22,0,35,8
50,1,14,0,59,0
50,1,18,2,26,8
50,1,13,2,39,7
50,1,15,4,41,7
50,1,11,2,39,0
50,1,20,0,34,7
50,1,23,2,33,5
50,1,20,0,50,1
50,1,20,2,31,0
50,1,19,5,20,4
50,1,14,2,48,0
50,1,9,4,36,0
50,1,9,8,49,0
50,1,12,1,46,3
50,1,11,2,41,1
50,1,19,3,45,7
50,1,20,0,31,0
50,1,13,1,48,5
50,1,14,2,50,6
50,1,20,1,24,5
50,1,11,2,33,6
50,1,17,2,31,1
50,1,23,2,45,1
50,1,20,2,46,7
50,1,25,1,26,5
50,1,21,0,37,6
50,1,10,3,36,4
50,1,14,1,50,7
50,1,12,1,47,7
50,1,16,1,36,7
50,1,12,4,49,3
50,1,15,0,17,2
50,1,18,0,45,2
50,1,13,1,33,6
50,1,21,0,36,4
50,1,15,2,41,5
50,1,17,1,23,9
50,1,19,1,36,5
50,1,22,1,31,8
50,1,11,1,43,0
50,1,20,3,52,8
50,1,16,3,50,1
50,1,21,2,34,5
50,1,23,4,29,7
50,1,13,2,36,6
50,1,26,2,34,6
50,2,10,3,39,6
50,2,11,2,31,1
50,2,24,4,36,6
50,2,17,2,34,7
50,2,15,1,33,4
50,2,15,2,35,8
50,2,11,2,64,2
50,2,17,1,36,8
50,2,19,3,50,6
50,2,20,2,40,0
50,2,13,2,34,6
50,2,19,3,44,1
50,2,34,1,39,6
50,2,16,1,45,0
50,2,23,0,39,1
50,2,21,1,46,5
50,2,17,2,43,7
50,2,17,2,25,6
50,2,16,2,33,7
50,2,11,1,34,0
50,2,12,1,40,1
50,2,15,3,48,0
50,2,16,2,43,8
50,2,23,0,31,5
50,2,18,0,55,8
50,2,13,1,39,1
50,2,14,1,36,0
50,2,17,0,43,9
50,2,24,4,45,2
50,2,19,2,28,8
50,2,15,3,46,2
50,2,16,2,64,4
50,2,18,1,45,6
50,2,15,3,28,6
50,2,16,2,39,7
50,2,14,3,46,7
50,2,13,3,36,3
50,2,14,0,44,2
50,2,14,2,48,0
50,2,22,3,45,2
50,2,20,2,23,0
50,2,18,3,33,4
50,2,10,0,47,4
50,2,18,4,43,6
50,2,11,2,48,7
50,2,16,0,49,8
50,2,10,1,53,1
50,2,12,1,33,1
50,2,11,3,42,3
50,2,18,2,49,2
50,3,20,0,41,8
50,3,13,2,45,6
50,3,23,2,29,8
50,3,17,0,45,0
50,3,21,3,37,9
50,3,24,0,27,2
50,3,16,0,45,0
50,3,13,0,48,7
50,3,16,0,49,4
50,3,17,1,39,6
50,3,15,2,60,6
50,3,16,1,43,1
50,3,17,0,36,2
50,3,18,3,46,7
50,3,6,3,54,3
50,3,13,0,35,7
50,3,16,3,40,6
50,3,16,2,40,6
50,3,18,0,38,6
50,3,25,2,31,7
50,3,16,0,70,6
50,3,13,5,26,0
50,3,19,0,39,6
50,3,18,3,40,7
50,3,11,1,49,5
50,3,18,0,52,1
50,3,16,2,23,2
50,3,16,2,29,5
50,3,18,6,43,0
50,3,15,4,47,4
50,3,17,2,37,6
50,3,12,3,45,4
50,3,16,0,34,3
50,3,17,1,34,1
50,3,14,0,52,7
50,3,19,2,47,1
50,3,17,1,34,5
50,3,22,2,29,1
50,3,18,2,24,0
50,3,12,0,32,1
50,3,15,2,39,5
50,3,24,1,38,2
50,3,9,1,47,6
50,3,10,1,56,8
50,3,19,2,22,2
50,3,20,1,30,2
50,3,15,0,38,5
50,3,18,2,31,7
50,3,17,3,29,6
50,3,17,4,46,0
50,4,17,1,50,2
50,4,15,3,37,8
50,4,21,3,39,2
50,4,18,1,43,0
50,4,15,0,26,7
50,4,12,0,50,6
50,4,20,0,28,0
50,4,17,1,34,5
50,4,21,2,57,6
50,4,15,2,34,5
50,4,17,2,41,1
50,4,8,3,44,5
50,4,16,0,41,1
50,4,11,1,27,8
50,4,18,3,36,8
50,4,18,2,53,8
50,4,22,0,34,2
50,4,16,0,32,3
50,4,21,2,46,8
50,4,20,1,42,2
50,4,20,1,30,2
50,4,13,0,48,7
50,4,9,1,47,2
50,4,12,1,32,5
50,4,16,2,30,7
50,4,21,4,37,8
50,4,16,2,39,4
50,4,14,0,54,3
50,4,15,2,52,0
50,4,19,2,51,6
50,4,14,3,39,2
50,4,12,3,57,5
50,4,25,5,33,4
50,4,21,2,26,8
50,4,16,0,24,3
50,4,13,2,48,4
50,4,20,3,31,8
50,4,12,2,39,6
50,4,17,4,33,0
50,4,13,0,33,0
50,4,24,3,27,1
50,4,15,2,38,5
50,4,18,1,38,1
50,4,17,1,40,3
50,4,12,2,39,2
50,4,15,3,50,6
50,4,15,1,36,0
50,4,16,2,53,0
50,4,19,2,36,0
50,4,13,2,46,3
50,5,21,1,41,0
50,5,18,3,39,9
50,5,20,0,46,8
50,5,16,2,30,7
50,5,11,1,17,7
50,5,16,1,53,2
50,5,20,3,40,5
50,5,18,2,31,7
50,5,19,0,42,5
50,5,19,4,30,6
50,5,13,1,43,5
50,5,12,1,62,3
50,5,18,0,30,3
50,5,12,0,48,6
50,5,8,1,29,5
50,5,29,2,35,2
50,5,14,1,53,8
50,5,13,2,51,2
50,5,22,3,49,4
50,5,19,1,42,7
50,5,16,2,46,1
50,5,16,3,44,3
50,5,24,0,28,6
50,5,10,2,41,4
50,5,22,1,41,2
50,5,21,0,43,0
50,5,24,1,37,0
50,5,17,0,43,4
50,5,6,1,50,4
50,5,14,1,43,6
50,5,23,0,38,5
50,5,13,1,40,3
50,5,13,1,33,9
50,5,14,0,28,4
50,5,21,2,30,8
50,5,22,2,28,8
50,5,11,3,62,4
50,5,17,2,43,6
50,5,22,2,45,3
50,5,12,3,42,7
50,5,9,2,62,0
50,5,16,1,38,1
50,5,17,2,40,0
50,5,23,4,41,3
50,5,16,0,56,7
50,5,19,0,30,3
50,5,13,1,46,6
50,5,22,0,32,9
50,5,21,3,37,4
50,5,17,1,49,4
50,6,18,2,43,8
50,6,20,1,39,7
50,6,12,1,53,4
50,6,23,1,29,6
50,6,18,2,31,1
50,6,19,1,42,7
50,6,20,3,32,0
50,6,17,2,52,9
50,6,24,2,41,0
50,6,22,3,35,1
50,6,15,0,38,5
50,6,15,1,42,0
50,6,18,2,50,0
50,6,13,0,44,4
50,6,22,3,32,8
50,6,21,3,31,2
50,6,18,1,31,3
50,6,19,3,22,6
50,6,14,3,36,0
50,6,11,2,59,5
50,6,15,2,39,6
50,6,13,3,32,8
50,6,21,3,42,4
50,6,9,5,52,1
50,6,21,4,39,5
50,6,10,1,41,5
50,6,12,2,65,7
50,6,11,5,46,0
50,6,17,0,40,2
50,6,17,0,48,5
50,6,15,4,29,0
50,6,16,0,54,5
50,6,15,1,39,6
50,6,16,2,54,8
50,6,17,1,44,7
50,6,15,3,38,0
50,6,11,2,41,6
50,6,15,1,40,3
50,6,17,1,45,4
50,6,18,1,46,0
50,6,13,1,50,1
50,6,23,2,36,8
50,6,9,1,37,7
50,6,15,0,37,2
50,6,18,5,34,0
50,6,23,3,41,8
50,6,19,2,43,0
50,6,19,3,35,8
50,6,15,0,43,0
50,6,24,2,54,7
50,7,17,0,38,6
50,7,20,2,54,0
50,7,15,1,27,2
50,7,18,3,43,0
50,7,21,4,38,4
50,7,18,0,48,5
50,7,14,2,47,4
50,7,14,3,47,1
50,7,20,0,41,2
50,7,16,2,28,0
50,7,13,1,51,0
50,7,18,2,56,0
50,7,20,3,27,6
50,7,12,2,58,8
50,7,9,0,38,7
50,7,18,1,39,2
50,7,20,2,41,7
50,7,12,1,37,8
50,7,14,1,53,9
50,7,19,2,56,6
50,7,24,3,45,7
50,7,24,2,35,6
50,7,14,3,49,7
50,7,19,2,37,8
50,7,18,1,42,6
50,7,16,3,56,0
50,7,21,0,35,2
50,7,20,2,40,0
50,7,9,1,48,6
50,7,23,2,32,4
50,7,9,2,39,0
50,7,15,1,36,6
50,7,17,2,50,0
50,7,15,0,43,1
50,7,15,1,39,6
50,7,14,2,57,8
50,7,17,3,39,5
50,7,24,1,43,2
50,7,14,0,36,5
50,7,13,0,46,3
50,7,10,0,14,4
50,7,20,2,46,4
50,7,13,3,33,2
50,7,15,1,34,2
50,7,15,2,17,6
50,7,17,0,31,4
50,7,9,2,34,2
50,7,15,1,50,8
50,7,17,6,51,1
50,7,15,3,48,5
50,8,18,1,50,0
50,8,13,0,27,5
50,8,14,2,37,8
50,8,20,2,37,5
50,8,10,0,41,5
50,8,16,3,37,2
50,8,8,1,41,6
50,8,16,1,44,0
50,8,13,2,61,4
50,8,15,4,28,7
50,8,18,0,29,9
50,8,21,2,26,2
50,8,14,2,24,1
50,8,19,2,43,1
50,8,17,0,46,6
50,8,24,2,20,0
50,8,19,3,33,5
50,8,16,1,23,5
50,8,21,2,50,2
50,8,13,0,40,4
50,8,18,2,45,3
50,8,16,3,45,6
50,8,12,3,41,0
50,8,15,2,56,5
50,8,20,1,36,4
50,8,21,3,35,2
50,8,18,0,37,3
50,8,24,3,39,8
50,8,18,0,33,0
50,8,11,1,48,8
50,8,19,1,50,4
50,8,20,2,44,0
50,8,11,2,48,8
50,8,16,4,56,7
50,8,28,2,27,6
50,8,13,1,46,5
50,8,13,2,44,0
50,8,17,2,48,0
50,8,9,2,43,7
50,8,21,2,33,5
50,8,17,2,43,6
50,8,20,0,34,0
50,8,13,2,45,1
50,8,9,1,44,8
50,8,14,1,37,7
50,8,15,7,38,0
50,8,26,1,42,0
50,8,18,4,35,0
50,8,16,1,48,6
50,8,16,2,30,2
50,9,17,3,28,7
50,9,17,2,40,0
50,9,17,0,52,0
50,9,15,9,34,0
50,9,13,1,37,7
50,9,16,2,35,5
50,9,8,0,45,6
50,9,12,2,45,1
50,9,18,1,39,2
50,9,16,3,39,3
50,9,15,1,50,3
50,9,15,2,45,0
50,9,13,3,45,0
50,9,11,1,41,9
50,9,12,2,47,9
50,9,16,4,49,3
50,9,16,2,32,5
50,9,9,3,43,4
50,9,10,2,49,6
50,9,10,3,32,7
50,9,16,1,48,6
50,9,20,0,35,7
50,9,9,0,42,9
50,9,18,3,26,4
50,9,21,1,21,7
50,9,16,2,27,6
50,9,19,0,37,0
50,9,12,0,33,8
50,9,15,1,40,9
50,9,17,3,52,7
50,9,20,1,38,5
50,9,10,1,37,0
50,9,17,2,30,5
50,9,26,2,21,0
50,9,23,1,39,0
50,9,11,2,44,0
50,9,21,2,26,8
50,9,17,4,32,5
50,9,17,1,26,4
50,9,24,0,26,4
50,9,17,3,31,6
50,9,15,2,41,1
50,9,21,3,45,3
50,9,13,1,46,0
50,9,21,0,44,1
50,9,8,1,36,6
50,9,13,0,33,2
50,9,21,2,41,4
50,9,20,1,29,6
50,9,26,2,16,9
50,10,18,0,40,4
50,10,21,1,35,3
50,10,17,1,41,4
50,10,17,2,44,0
50,10,9,2,41,0
50,10,14,1,37,7
50,10,20,3,39,3
50,10,14,1,42,9
50,10,19,3,30,7
50,10,10,3,57,0
50,10,19,1,34,4
50,10,9,2,38,6
50,10,19,2,37,6
50,10,19,3,43,0
50,10,16,0,34,0
50,10,17,1,32,5
50,10,16,1,43,8
50,10,29,1,19,4
50,10,16,0,40,7
50,10,21,5,34,0
50,10,27,2,23,8
50,10,10,3,55,1
50,10,13,4,44,0
50,10,15,0,54,8
50,10,17,2,31,0
50,10,20,0,28,0
50,10,15,3,27,6
50,10,22,2,37,3
50,10,14,2,44,0
50,10,17,4,38,2
50,10,25,0,33,2
50,10,26,2,24,2
50,10,18,4,58,1
50,10,11,3,35,6
50,10,16,2,26,6
50,10,20,0,33,7
50,10,19,2,53,1
50,10,19,3,32,1
50,10,15,4,42,6
50,10,10,1,50,4
50,10,16,1,34,3
50,10,17,3,28,5
50,10,18,2,47,1
50,10,12,3,39,6
50,10,10,7,34,0
50,10,16,0,42,7
50,10,23,5,38,1
50,10,18,0,51,2
50,10,11,2,33,7
50,10,13,2,49,3
50,11,17,0,56,4
50,11,13,3,55,7
50,11,10,0,44,7
50,11,15,2,32,8
50,11,19,4,43,1
50,11,16,2,44,2
50,11,18,1,41,2
50,11,19,0,21,1
50,11,15,1,31,5
50,11,16,1,36,5
50,11,21,3,34,3
50,11,15,2,35,2
50,11,19,1,48,0
50,11,25,1,41,8
50,11,14,2,33,7
50,11,25,2,50,8
50,11,15,2,52,6
50,11,8,0,50,0
50,11,21,5,38,0
50,11,14,3,60,0
50,11,10,1,38,8
50,11,21,0,28,7
50,11,16,1,45,3
50,11,10,0,45,8
50,11,17,2,36,1
50,11,12,5,31,0
50,11,15,1,47,3
50,11,15,1,44,2
50,11,17,4,40,0
50,11,20,1,39,3
50,11,24,2,33,7
50,11,21,1,53,0
50,11,22,1,50,5
50,11,21,1,47,0
50,11,12,0,47,2
50,11,14,3,42,7
50,11,13,4,53,0
50,11,8,2,30,3
50,11,10,2,53,0
50,11,13,0,50,6
50,11,23,3,41,1
50,11,12,2,50,2
50,11,25,0,32,1
50,11,20,1,40,2
50,11,22,2,46,2
50,11,13,0,50,1
50,11,25,0,54,3
50,11,23,1,33,6
50,11,17,3,49,8
50,11,14,0,35,2
50,12,15,3,46,8
50,12,11,2,50,7
50,12,15,1,51,3
50,12,26,1,46,0
50,12,14,2,30,5
50,12,5,1,28,7
50,12,20,2,38,8
50,12,17,2,40,1
50,12,16,3,44,0
50,12,21,3,45,8
50,12,16,2,44,6
50,12,20,1,49,4
50,12,6,2,48,5
50,12,26,4,46,4
50,12,16,1,41,6
50,12,20,2,28,0
50,12,19,2,39,8
50,12,16,1,54,7
50,12,15,1,37,4
50,12,9,0,52,5
50,12,16,1,46,5
50,12,20,4,43,6
50,12,17,1,38,7
50,12,20,1,41,5
50,12,24,2,43,3
50,12,32,2,33,9
50,12,11,3,45,3
50,12,12,3,45,4
50,12,11,2,29,0
50,12,13,3,39,3
50,12,14,1,31,3
50,12,16,3,42,3
50,12,13,1,47,2
50,12,15,2,32,1
50,12,13,2,41,4
50,12,18,1,28,7
50,12,13,1,58,4
50,12,20,3,43,4
50,12,18,7,35,0
50,12,19,2,37,5
50,12,19,2,52,2
50,12,28,3,34,5
50,12,14,4,47,5
50,12,22,0,45,9
50,12,15,2,50,4
50,12,18,3,24,7
50,12,21,1,33,5
50,12,15,1,42,0
50,12,10,2,40,7
50,12,12,1,55,2
50,13,12,3,28,1
50,13,9,3,38,5
50,13,13,2,53,2
50,13,17,3,52,1
50,13,17,1,42,0
50,13,24,4,37,7
50,13,12,2,46,2
50,13,19,2,42,6
50,13,28,1,30,4
50,13,15,0,40,5
50,13,14,2,43,0
50,13,18,2,37,5
50,13,17,3,38,3
50,13,17,3,45,2
50,13,7,1,46,2
50,13,20,0,33,5
50,13,18,1,43,8
50,13,22,0,25,6
50,13,26,0,34,0
50,13,16,1,34,1
50,13,17,1,42,3
50,13,14,3,31,2
50,13,21,0,49,6
50,13,15,3,44,1
50,13,21,3,24,5
50,13,23,4,29,3
50,13,22,3,38,0
50,13,25,1,33,3
50,13,14,1,34,5
50,13,17,2,46,9
50,13,15,2,58,2
50,13,13,2,48,0
50,13,16,2,26,0
50,13,13,0,47,0
50,13,6,2,46,7
50,13,22,0,27,1
50,13,12,1,43,1
50,13,18,2,49,8
50,13,16,2,23,9
50,13,21,1,42,5
50,13,14,0,50,2
50,13,14,1,41,2
50,13,19,1,45,0
50,13,15,3,45,6
50,13,13,1,39,9
50,13,14,0,45,3
50,13,12,3,42,0
50,13,13,2,36,4
50,13,15,0,37,0
50,13,18,1,35,2
50,14,19,3,34,1
50,14,8,0,37,2
50,14,14,2,29,4
50,14,20,1,40,7
50,14,13,0,51,4
50,14,15,2,51,1
50,14,13,1,40,2
50,14,14,3,65,2
50,14,13,2,40,8
50,14,15,3,41,7
50,14,22,0,38,0
50,14,21,1,45,0
50,14,25,3,40,6
50,14,14,9,58,0
50,14,16,3,44,0
50,14,24,0,50,4
50,14,13,2,31,2
50,14,13,3,29,4
50,14,10,3,47,5
50,14,24,2,36,6
50,14,24,3,42,6
50,14,13,2,48,7
50,14,14,1,35,7
50,14,23,2,25,3
50,14,13,2,32,4
50,14,15,3,33,7
50,14,14,1,46,6
50,14,16,0,39,4
50,14,16,2,43,3
50,14,19,3,30,8
50,14,17,1,47,6
50,14,13,1,43,7
50,14,19,2,26,2
50,14,18,0,34,7
50,14,13,3,44,8
50,14,15,1,49,1
50,14,17,3,44,8
50,14,21,4,32,5
50,14,19,3,25,1
50,14,11,3,40,0
50,14,13,1,28,7
50,14,13,3,35,5
50,14,20,1,31,9
50,14,17,2,48,1
50,14,19,3,27,7
50,14,13,2,47,0
50,14,20,1,31,6
50,14,24,1,25,4
50,14,18,2,60,0
50,14,15,2,48,3
50,15,18,1,48,5
50,15,18,3,35,5
50,15,14,2,44,3
50,15,18,2,38,0
50,15,17,1,53,5
50,15,24,2,38,5
50,15,10,0,64,4
50,15,15,1,45,0
50,15,10,1,39,4
50,15,13,1,37,6
50,15,10,2,46,6
50,15,20,4,33,0
50,15,31,2,26,0
50,15,18,2,44,2
50,15,16,1,19,0
50,15,11,3,39,5
50,15,23,1,38,0
50,15,17,1,41,0
50,15,19,0,44,3
50,15,29,2,23,0
50,15,16,2,33,8
50,15,13,2,22,4
50,15,18,0,43,6
50,15,19,1,36,8
50,15,19,0,41,3
50,15,15,2,45,6
50,15,10,0,63,4
50,15,18,3,40,3
50,15,17,2,52,1
50,15,19,2,45,7
50,15,16,2,34,5
50,15,17,1,43,1
50,15,20,1,51,2
50,15,20,0,46,1
50,15,14,2,45,6
50,15,26,3,52,8
50,15,24,2,30,3
50,15,9,3,47,3
50,15,13,3,47,0
50,15,17,4,43,8
