 "tick" "sappalphas" "sappbetas" "sappalpha_ds" "sappbeta_ds"
 0 0 0 0 0
 1 0 0 0 0
 2 0 0 1 1
 3 1 0 3 1
 4 2 0 5 1
 5 3 0 7 1
 6 4 0 7 1
 7 4 0 8 1
 8 5 0 8 1
 9 5 0 8 1
 10 5 0 8 1
 11 5 0 9 1
 12 5 0 9 1
 13 5 0 9 1
 14 5 0 9 1
 15 5 0 9 1
 16 7 0 9 1
 17 7 0 10 1
 18 8 0 10 1
 19 8 0 10 1
 20 8 0 10 1
 21 8 0 10 1
 22 8 0 10 1
 23 8 0 10 1
 24 8 0 10 1
 25 8 0 11 1
 26 8 0 11 1
 27 8 0 11 1
 28 8 0 11 1
 29 8 0 11 1
 30 8 0 11 1
 31 8 0 11 1
 32 8 0 11 1
 33 8 0 11 1
 34 8 0 11 1
 35 9 0 11 1
 36 9 0 11 1
 37 9 0 11 1
 38 9 0 11 1
 39 9 0 11 1
 40 9 0 11 1
 41 9 0 11 1
 42 9 0 11 1
 43 9 0 11 1
 44 9 0 11 1
 45 9 0 11 1
 46 9 0 11 1
 47 10 0 11 1
 48 10 0 11 1
 49 10 0 11 1
 50 10 0 11 1
 51 10 0 11 1
 52 10 0 11 1
 53 10 0 11 1
 54 11 0 11 1
 55 11 0 11 1
 56 11 0 11 1
 57 11 0 11 1
 58 11 0 11 1
 59 11 0 11 1
 60 11 0 11 1
 61 11 0 11 1
 62 11 0 11 1
 63 11 0 11 1
 64 11 0 11 1
 65 11 1 11 1
 66 11 1 11 1
 67 11 1 11 1
 68 12 1 11 1
 69 12 1 11 1
 70 12 1 11 1
 71 12 1 11 1
 72 12 1 11 1
 73 12 1 11 1
 74 12 1 11 1
 75 13 1 11 1
 76 13 1 11 1
 77 13 1 11 1
 78 13 1 11 1
 79 13 1 11 1
 80 13 1 11 1
 81 13 1 11 1
 82 13 1 11 1
 83 13 1 11 1
 84 14 1 11 1
 85 14 1 11 1
 86 14 1 11 1
 87 14 1 11 1
 88 14 1 11 1
 89 14 1 11 1
 90 14 1 11 1
 91 14 1 11 1
 92 14 1 11 1
 93 14 1 11 1
 94 14 1 11 1
 95 14 1 11 1
 96 14 1 11 1
 97 14 1 11 1
 98 14 1 11 1
 99 14 1 11 1
 100 15 1 11 1
