 "tick" "sappalphas" "sappbetas" "sappalpha_ds" "sappbeta_ds"
 0 0 0 0 0
 1 0 0 0 0
 2 3 0 1 0
 3 4 1 2 0
 4 4 1 3 0
 5 4 1 4 0
 6 4 1 5 0
 7 4 1 6 0
 8 4 1 7 0
 9 5 1 8 0
 10 5 1 8 1
 11 5 1 8 1
 12 5 1 8 1
 13 5 1 8 1
 14 5 1 8 1
 15 6 1 8 1
 16 6 1 8 1
 17 6 1 8 1
 18 6 1 8 1
 19 6 1 8 1
 20 6 1 8 1
 21 6 1 8 1
 22 6 1 8 1
 23 6 1 8 1
 24 6 1 8 1
 25 6 1 8 1
 26 6 1 8 1
 27 6 1 8 1
 28 6 1 8 1
 29 6 1 8 1
 30 6 1 8 1
 31 7 1 8 1
 32 7 1 8 1
 33 7 1 8 1
 34 7 1 8 1
 35 7 1 8 1
 36 8 1 8 1
 37 8 1 8 1
 38 8 1 8 1
 39 8 1 8 1
 40 9 1 8 1
 41 9 1 8 1
 42 9 1 8 1
 43 9 1 8 1
 44 9 1 8 1
 45 9 1 8 1
 46 9 1 8 1
 47 9 1 8 1
 48 9 1 8 1
 49 9 1 8 1
 50 9 1 8 1
 51 9 1 8 1
 52 9 1 8 1
 53 9 1 8 1
 54 9 1 8 1
 55 9 1 8 1
 56 9 1 8 1
 57 9 1 8 1
 58 9 1 8 1
 59 9 1 8 1
 60 9 1 8 1
 61 9 1 8 1
 62 9 1 8 1
 63 9 1 8 1
 64 9 1 9 1
 65 9 1 9 1
 66 9 1 9 1
 67 9 1 9 1
 68 9 1 9 1
 69 9 1 9 1
 70 9 1 9 1
 71 9 1 9 1
 72 9 1 9 1
 73 9 1 9 1
 74 9 1 9 1
 75 9 1 9 1
 76 9 1 9 1
 77 9 1 9 1
 78 9 1 9 1
 79 9 1 9 1
 80 10 1 9 1
 81 10 1 9 1
 82 10 1 9 1
 83 10 1 9 1
 84 10 1 9 1
 85 10 1 9 1
 86 10 1 9 1
 87 10 1 9 1
 88 10 1 9 1
 89 10 1 9 1
 90 10 1 9 1
 91 10 1 9 1
 92 10 1 9 1
 93 10 1 9 1
 94 10 1 9 1
 95 10 1 9 1
 96 10 1 9 1
 97 10 1 9 1
 98 10 1 9 1
 99 10 1 9 1
 100 13 1 9 1
