 "tick" "sappalphas" "sappbetas" "sappalpha_ds" "sappbeta_ds"
 0 0 0 0 0
 1 0 0 0 0
 2 0 0 0 0
 3 1 0 0 0
 4 1 0 1 0
 5 1 0 1 0
 6 1 1 2 0
 7 1 1 2 0
 8 2 1 2 0
 9 2 1 2 0
 10 2 1 3 0
 11 2 1 3 0
 12 2 1 3 0
 13 2 1 3 1
 14 2 1 3 1
 15 2 1 3 2
 16 2 1 3 2
 17 2 1 3 2
 18 2 1 3 2
 19 2 1 3 2
 20 2 1 3 2
 21 2 1 3 2
 22 2 1 3 2
 23 2 1 3 2
 24 2 1 3 2
 25 2 1 3 2
 26 2 1 3 2
 27 2 1 3 2
 28 2 1 3 2
 29 2 1 3 2
 30 2 1 3 2
 31 2 1 3 2
 32 2 1 3 2
 33 2 1 3 2
 34 2 1 3 2
 35 2 1 3 2
 36 2 1 3 2
 37 2 1 3 2
 38 2 1 3 2
 39 2 1 3 2
 40 2 1 3 2
 41 2 1 3 2
 42 2 1 3 2
 43 2 1 3 2
 44 2 1 3 2
 45 2 1 3 2
 46 2 1 3 2
 47 2 1 3 2
 48 2 1 3 2
 49 2 1 3 2
 50 2 1 3 2
 51 2 1 3 2
 52 2 1 3 2
 53 2 1 3 2
 54 2 1 3 2
 55 2 1 3 2
 56 2 1 3 2
 57 2 1 3 2
 58 2 1 3 2
 59 2 1 3 2
 60 2 1 3 2
 61 2 1 3 2
 62 2 1 3 2
 63 2 1 3 2
 64 2 1 3 2
 65 2 1 3 2
 66 2 1 3 2
 67 2 1 3 2
 68 2 1 3 2
 69 2 1 3 2
 70 2 1 3 2
 71 2 1 3 2
 72 2 1 3 2
 73 3 1 3 2
 74 3 1 3 2
 75 3 1 3 2
 76 3 1 3 2
 77 3 1 3 2
 78 3 1 3 2
 79 3 1 3 2
 80 3 1 3 2
 81 3 1 3 2
 82 3 1 3 2
 83 3 1 3 2
 84 3 1 3 2
 85 3 1 3 2
 86 3 1 3 2
 87 3 1 3 2
 88 3 1 3 2
 89 3 1 3 2
 90 3 1 3 2
 91 3 1 3 2
 92 3 1 3 2
 93 3 1 3 2
 94 3 1 3 2
 95 3 1 3 2
 96 3 1 3 2
 97 3 1 3 2
 98 3 1 3 2
 99 3 1 3 2
 100 3 1 3 2
