 "tick" "sappalphas" "sappbetas" "sappalpha_ds" "sappbeta_ds"
 0 0 0 0 0
 1 0 0 0 0
 2 2 0 1 1
 3 2 0 1 1
 4 2 1 1 1
 5 2 1 2 1
 6 2 1 2 1
 7 3 1 2 1
 8 4 1 2 1
 9 4 1 2 1
 10 4 1 2 1
 11 4 1 2 1
 12 4 1 2 1
 13 4 1 2 1
 14 4 1 2 1
 15 4 1 2 1
 16 4 1 3 1
 17 4 1 3 1
 18 4 1 3 1
 19 4 1 3 1
 20 4 1 3 1
 21 4 1 3 1
 22 4 1 3 1
 23 4 1 3 1
 24 4 1 3 1
 25 4 1 3 1
 26 4 1 3 1
 27 4 1 3 1
 28 4 1 3 1
 29 4 1 3 1
 30 4 1 3 1
 31 4 1 3 1
 32 4 1 3 1
 33 4 1 3 1
 34 4 1 3 1
 35 4 1 3 1
 36 4 1 3 1
 37 4 1 3 1
 38 4 1 3 1
 39 5 1 3 1
 40 5 1 3 2
 41 5 1 3 2
 42 5 1 3 2
 43 5 1 3 2
 44 5 1 3 2
 45 5 1 3 2
 46 5 1 3 2
 47 5 1 3 2
 48 5 1 4 2
 49 5 1 4 2
 50 5 1 4 2
 51 5 1 4 2
 52 6 1 4 2
 53 6 1 4 2
 54 6 1 4 2
 55 6 1 4 2
 56 6 1 4 2
 57 6 1 4 2
 58 6 1 4 2
 59 6 1 4 2
 60 6 1 4 2
 61 6 1 4 2
 62 6 1 4 2
 63 6 1 4 2
 64 6 1 4 2
 65 6 1 4 2
 66 6 1 4 2
 67 6 1 4 2
 68 6 1 4 2
 69 6 1 4 2
 70 6 1 4 2
 71 6 1 4 2
 72 6 1 4 2
 73 6 1 4 2
 74 6 1 4 2
 75 6 1 4 2
 76 6 1 4 2
 77 6 1 4 2
 78 6 1 4 2
 79 6 1 4 2
 80 6 1 4 2
 81 6 1 4 2
 82 6 1 4 2
 83 6 1 4 2
 84 6 1 4 2
 85 6 1 4 2
 86 6 1 4 2
 87 6 1 4 2
 88 6 1 4 2
 89 6 1 4 2
 90 6 1 4 2
 91 6 1 4 2
 92 6 1 4 2
 93 6 1 4 2
 94 6 1 4 2
 95 6 1 4 2
 96 6 1 4 2
 97 6 1 4 2
 98 6 1 4 2
 99 6 1 4 2
 100 6 1 4 2
