 "tick" "sappalphas" "sappbetas" "sappalpha_ds" "sappbeta_ds"
 0 0 0 0 0
 1 0 0 0 0
 2 2 0 1 0
 3 3 0 2 0
 4 4 0 3 1
 5 4 0 4 1
 6 4 0 4 1
 7 4 0 4 2
 8 4 0 4 2
 9 4 0 4 2
 10 4 0 5 2
 11 4 0 5 2
 12 4 0 5 2
 13 4 0 5 2
 14 4 0 6 2
 15 4 0 6 2
 16 4 0 6 2
 17 4 0 6 2
 18 4 0 6 2
 19 4 0 6 2
 20 4 0 6 2
 21 4 0 6 2
 22 4 0 6 2
 23 4 0 6 2
 24 5 0 6 2
 25 5 0 6 2
 26 5 0 6 2
 27 5 0 6 2
 28 5 0 6 2
 29 5 0 6 2
 30 5 0 6 2
 31 5 0 6 2
 32 5 0 6 2
 33 5 0 6 2
 34 5 0 6 2
 35 5 0 6 2
 36 5 0 6 2
 37 5 0 6 2
 38 5 0 6 2
 39 5 0 6 2
 40 5 0 6 2
 41 5 0 6 2
 42 5 0 6 2
 43 5 0 6 2
 44 5 0 6 2
 45 5 0 6 2
 46 5 0 6 2
 47 5 0 6 2
 48 5 0 6 2
 49 5 0 6 2
 50 5 0 6 2
 51 5 0 6 2
 52 5 0 6 2
 53 5 0 6 2
 54 5 0 6 2
 55 5 0 6 2
 56 5 0 6 2
 57 5 0 6 2
 58 5 0 6 2
 59 5 0 6 2
 60 5 0 6 2
 61 5 0 6 2
 62 5 0 6 2
 63 5 0 6 2
 64 5 0 6 2
 65 5 0 6 2
 66 5 0 6 2
 67 5 0 6 2
 68 5 0 6 2
 69 5 0 6 2
 70 5 0 7 2
 71 5 0 7 2
 72 5 0 7 2
 73 5 0 7 2
 74 5 0 7 2
 75 5 0 7 2
 76 5 0 7 2
 77 5 0 7 2
 78 5 0 7 2
 79 5 0 7 2
 80 5 0 7 2
 81 5 0 7 2
 82 5 0 7 2
 83 5 0 7 2
 84 5 0 7 2
 85 5 0 7 2
 86 5 0 7 2
 87 5 0 7 2
 88 5 0 7 2
 89 5 0 7 2
 90 5 0 7 2
 91 5 0 7 2
 92 5 0 7 2
 93 5 0 7 2
 94 5 0 7 2
 95 5 0 7 2
 96 5 0 7 2
 97 5 0 7 2
 98 5 0 7 2
 99 5 0 7 2
 100 5 0 7 2
