 "tick" "sappalphas" "sappbetas" "sappalpha_ds" "sappbeta_ds"
 0 0 0 0 0
 1 0 0 0 0
 2 1 0 1 0
 3 2 0 1 0
 4 3 0 1 1
 5 4 0 1 1
 6 4 0 1 1
 7 4 0 1 1
 8 4 0 1 1
 9 4 0 1 1
 10 4 0 1 1
 11 4 0 1 1
 12 4 0 1 1
 13 4 0 1 1
 14 4 0 1 1
 15 4 0 1 1
 16 4 0 1 1
 17 4 0 1 1
 18 4 0 1 1
 19 4 0 1 1
 20 4 0 1 1
 21 4 0 1 1
 22 4 0 1 1
 23 4 1 1 1
 24 4 1 1 1
 25 4 1 1 1
 26 4 1 1 1
 27 4 1 1 1
 28 4 1 1 1
 29 4 1 1 1
 30 5 1 1 1
 31 6 1 1 1
 32 6 1 1 1
 33 6 1 1 1
 34 6 1 1 1
 35 6 1 1 1
 36 6 1 1 1
 37 6 1 1 1
 38 6 1 1 1
 39 6 1 1 1
 40 6 1 1 1
 41 6 1 1 1
 42 6 1 1 1
 43 6 1 1 1
 44 6 2 1 1
 45 6 2 1 1
 46 6 2 1 1
 47 6 2 1 1
 48 6 2 1 1
 49 6 2 1 1
 50 6 2 1 1
 51 6 2 1 1
 52 6 2 1 1
 53 7 2 1 1
 54 7 2 1 1
 55 7 2 1 1
 56 7 2 1 1
 57 7 2 1 1
 58 7 2 1 1
 59 7 2 1 1
 60 7 2 1 1
 61 7 2 1 1
 62 7 2 1 1
 63 7 2 1 1
 64 7 2 1 1
 65 7 2 1 1
 66 7 2 1 1
 67 7 2 1 1
 68 7 2 1 1
 69 7 2 1 1
 70 7 2 1 1
 71 7 2 1 1
 72 7 2 1 1
 73 7 2 1 1
 74 7 2 1 1
 75 7 2 1 1
 76 7 2 1 1
 77 7 3 1 1
 78 7 3 1 1
 79 7 3 1 1
 80 7 3 1 1
 81 7 3 1 1
 82 7 3 1 1
 83 7 3 1 1
 84 7 3 1 1
 85 7 3 1 1
 86 7 3 1 1
 87 7 3 1 1
 88 7 3 1 1
 89 7 3 1 1
 90 7 3 1 1
 91 7 3 1 1
 92 7 3 1 1
 93 7 3 1 1
 94 7 3 1 1
 95 7 3 1 1
 96 7 3 1 1
 97 7 3 1 1
 98 7 3 1 1
 99 7 3 1 1
 100 7 3 1 1
