 "tick" "sappalphas" "sappbetas" "sappalpha_ds" "sappbeta_ds"
 0 0 0 0 0
 1 0 0 0 0
 2 1 0 0 0
 3 1 0 0 0
 4 1 0 0 0
 5 1 0 1 0
 6 1 1 2 0
 7 1 1 2 0
 8 1 1 2 0
 9 1 1 2 0
 10 1 1 2 0
 11 1 1 2 0
 12 1 1 2 0
 13 1 1 2 0
 14 1 1 2 0
 15 1 1 2 0
 16 1 1 2 0
 17 1 1 2 0
 18 2 1 2 0
 19 2 1 2 0
 20 2 1 2 0
 21 2 1 2 0
 22 2 1 2 0
 23 2 1 2 0
 24 2 1 2 0
 25 2 1 2 0
 26 2 1 2 0
 27 2 1 2 0
 28 3 1 2 0
 29 3 1 2 0
 30 3 1 2 0
 31 3 1 2 0
 32 3 1 2 0
 33 4 1 2 0
 34 4 1 2 0
 35 4 1 2 0
 36 4 1 2 0
 37 4 1 2 0
 38 4 1 2 0
 39 4 1 2 0
 40 4 1 2 0
 41 4 1 2 0
 42 4 1 2 0
 43 4 1 2 0
 44 4 1 2 0
 45 4 1 2 0
 46 4 1 2 0
 47 4 1 2 0
 48 4 1 2 0
 49 4 1 2 0
 50 5 1 2 0
 51 5 1 2 0
 52 5 1 2 0
 53 5 1 2 0
 54 5 1 2 0
 55 5 1 2 0
 56 5 1 2 0
 57 5 1 2 0
 58 5 1 2 0
 59 5 1 2 0
 60 5 1 2 0
 61 5 1 2 0
 62 5 1 2 0
 63 6 1 2 0
 64 6 1 2 0
 65 6 1 2 0
 66 6 1 2 0
 67 6 1 2 0
 68 6 1 2 0
 69 6 1 2 0
 70 6 1 2 0
 71 6 1 2 0
 72 6 1 2 0
 73 6 1 2 0
 74 6 1 2 0
 75 6 1 2 0
 76 6 1 2 0
 77 6 1 2 0
 78 6 1 2 0
 79 6 1 2 0
 80 6 1 2 0
 81 6 1 2 0
 82 6 1 2 0
 83 7 1 2 0
 84 7 1 2 0
 85 7 1 2 0
 86 7 1 2 0
 87 7 1 2 0
 88 7 1 2 0
 89 7 1 2 0
 90 7 1 2 0
 91 7 1 2 0
 92 7 1 2 0
 93 7 1 2 0
 94 7 1 2 0
 95 7 1 2 0
 96 7 1 2 0
 97 7 1 2 0
 98 7 1 2 0
 99 7 1 2 0
 100 7 1 2 0
