 "tick" "sappalphas" "sappbetas" "sappalpha_ds" "sappbeta_ds"
 0 0 0 0 0
 1 0 0 0 0
 2 3 0 0 0
 3 5 0 3 0
 4 7 0 4 0
 5 10 1 5 0
 6 12 1 5 0
 7 13 1 6 0
 8 13 1 9 0
 9 14 1 10 0
 10 15 1 12 0
 11 16 1 12 0
 12 16 1 12 0
 13 18 1 12 0
 14 18 1 12 0
 15 19 1 13 0
 16 19 1 13 0
 17 21 1 14 0
 18 23 1 15 0
 19 23 1 15 0
 20 23 1 15 0
 21 23 1 15 0
 22 24 1 15 1
 23 24 1 15 1
 24 24 1 16 1
 25 25 1 16 1
 26 25 1 18 1
 27 27 1 18 1
 28 27 1 18 1
 29 27 1 18 1
 30 27 1 18 1
 31 28 1 18 1
 32 28 1 18 1
 33 29 1 18 1
 34 29 1 18 1
 35 29 1 18 1
 36 29 1 18 1
 37 29 1 18 1
 38 29 1 18 1
 39 29 1 18 1
 40 30 1 18 1
 41 30 1 18 1
 42 30 1 18 1
 43 30 1 18 1
 44 30 1 19 1
 45 30 1 19 1
 46 31 1 19 1
 47 31 1 19 1
 48 31 1 19 1
 49 31 1 19 1
 50 32 1 19 1
 51 32 1 19 1
 52 33 1 19 1
 53 33 1 19 1
 54 33 1 19 1
 55 33 1 19 1
 56 33 1 19 1
 57 33 1 19 1
 58 33 1 19 1
 59 33 1 19 1
 60 33 1 19 1
 61 33 1 19 1
 62 33 1 19 1
 63 33 1 19 1
 64 33 1 19 1
 65 33 1 19 1
 66 33 1 19 1
 67 33 1 19 1
 68 34 1 19 1
 69 34 1 19 1
 70 34 1 19 1
 71 34 1 19 1
 72 34 1 19 1
 73 34 1 19 1
 74 34 1 19 1
 75 34 1 19 1
 76 34 1 19 1
 77 34 1 19 1
 78 34 1 19 1
 79 34 1 19 1
 80 34 1 20 1
 81 34 1 20 1
 82 34 1 20 1
 83 34 1 20 1
 84 34 1 20 1
 85 34 1 20 1
 86 34 1 20 1
 87 34 1 20 1
 88 34 1 20 1
 89 34 1 20 1
 90 34 1 20 1
 91 34 1 20 1
 92 34 1 20 1
 93 34 1 20 1
 94 34 1 20 1
 95 34 1 20 1
 96 34 1 21 1
 97 34 1 21 1
 98 34 1 21 1
 99 34 1 21 1
 100 34 1 21 1
