 "tick" "sappalphas" "sappbetas" "sappalpha_ds" "sappbeta_ds"
 0 0 0 0 0
 1 0 0 0 0
 2 0 0 0 0
 3 2 1 2 0
 4 2 1 4 0
 5 2 1 5 0
 6 2 1 7 0
 7 3 1 11 0
 8 4 1 11 0
 9 5 1 11 0
 10 6 1 11 0
 11 7 1 11 0
 12 8 1 11 0
 13 9 1 12 0
 14 9 1 12 0
 15 10 1 13 0
 16 11 1 14 0
 17 11 1 16 0
 18 11 1 16 0
 19 11 1 16 0
 20 11 1 16 0
 21 11 1 16 0
 22 11 1 17 0
 23 11 1 18 0
 24 11 2 18 0
 25 11 2 18 0
 26 11 2 18 0
 27 11 2 18 0
 28 11 2 18 0
 29 11 2 18 0
 30 11 2 18 0
 31 12 2 18 0
 32 13 2 19 0
 33 13 2 19 0
 34 13 2 19 0
 35 13 2 19 0
 36 14 2 19 0
 37 14 2 20 0
 38 14 2 20 0
 39 14 2 20 0
 40 15 2 21 0
 41 16 2 21 0
 42 16 2 21 0
 43 16 2 21 0
 44 16 2 21 0
 45 17 2 21 0
 46 18 2 21 0
 47 19 2 22 0
 48 19 2 22 0
 49 19 2 22 0
 50 19 2 22 0
 51 19 2 22 0
 52 19 2 22 0
 53 20 2 22 0
 54 20 2 22 0
 55 22 2 22 0
 56 22 2 22 0
 57 22 2 22 0
 58 22 2 23 0
 59 22 2 23 0
 60 23 2 23 0
 61 23 2 23 0
 62 24 2 23 0
 63 24 2 23 0
 64 24 2 23 0
 65 24 2 23 0
 66 24 2 23 0
 67 24 2 23 0
 68 24 2 23 0
 69 24 2 23 0
 70 25 2 23 0
 71 25 2 23 0
 72 25 2 23 0
 73 26 2 23 0
 74 27 2 23 0
 75 27 2 23 0
 76 27 2 24 0
 77 27 2 24 0
 78 26 2 24 0
 79 26 2 24 0
 80 26 2 24 0
 81 26 2 24 0
 82 26 3 24 0
 83 26 3 24 0
 84 26 3 24 0
 85 26 3 24 0
 86 26 3 24 0
 87 26 3 24 0
 88 26 3 24 0
 89 28 3 24 0
 90 28 3 24 0
 91 28 3 24 0
 92 28 3 24 0
 93 28 3 24 0
 94 28 3 24 0
 95 28 3 24 0
 96 28 3 24 0
 97 28 3 24 0
 98 28 3 24 0
 99 29 3 24 0
 100 29 3 24 0
