 "tick" "sappalphas" "sappbetas" "sappalpha_ds" "sappbeta_ds"
 0 0 0 0 0
 1 0 0 0 0
 2 2 0 1 0
 3 4 1 1 0
 4 6 1 1 0
 5 7 1 3 0
 6 8 1 5 0
 7 9 1 6 0
 8 9 1 7 0
 9 10 1 7 0
 10 10 1 7 0
 11 10 1 7 0
 12 12 1 7 0
 13 13 2 8 0
 14 13 2 8 0
 15 13 3 8 0
 16 14 3 9 0
 17 14 3 9 0
 18 14 3 9 0
 19 14 3 10 0
 20 14 3 10 0
 21 14 3 10 0
 22 14 3 10 0
 23 14 3 10 0
 24 14 3 10 0
 25 15 3 10 0
 26 16 3 10 0
 27 16 3 10 0
 28 16 3 10 0
 29 16 3 10 0
 30 18 3 10 0
 31 18 3 10 0
 32 18 4 10 0
 33 18 4 10 0
 34 18 4 11 0
 35 18 4 11 0
 36 18 4 12 0
 37 18 4 12 0
 38 18 4 12 0
 39 18 4 12 0
 40 19 4 12 0
 41 19 3 12 0
 42 19 3 12 0
 43 20 3 13 0
 44 20 3 13 0
 45 20 3 13 0
 46 20 3 13 0
 47 20 3 13 0
 48 20 3 13 0
 49 20 3 13 0
 50 20 3 13 0
 51 20 3 14 0
 52 20 3 14 0
 53 20 3 14 0
 54 21 3 14 0
 55 21 3 15 0
 56 22 3 15 0
 57 23 3 15 0
 58 23 3 15 0
 59 23 3 15 0
 60 23 3 15 0
 61 23 3 15 0
 62 24 3 15 0
 63 24 3 15 1
 64 24 3 15 1
 65 24 3 15 1
 66 24 3 15 1
 67 24 3 15 1
 68 24 3 15 1
 69 24 3 15 1
 70 24 3 16 1
 71 24 3 16 1
 72 24 3 16 1
 73 24 3 16 1
 74 24 3 16 1
 75 24 3 16 1
 76 25 3 16 1
 77 25 3 16 1
 78 25 3 16 1
 79 25 3 16 1
 80 25 3 16 1
 81 25 3 16 1
 82 25 3 16 1
 83 25 3 16 1
 84 25 3 16 1
 85 25 3 16 1
 86 25 3 16 1
 87 25 3 16 1
 88 25 3 16 1
 89 25 3 16 1
 90 25 3 16 1
 91 25 3 16 1
 92 25 3 16 1
 93 25 3 16 1
 94 25 3 16 1
 95 25 3 16 1
 96 25 3 16 1
 97 25 3 16 1
 98 25 3 16 1
 99 25 3 16 1
 100 26 3 16 1
