 "tick" "sappalphas" "sappbetas" "sappalpha_ds" "sappbeta_ds"
 0 0 0 0 0
 1 0 0 0 0
 2 3 1 0 0
 3 3 1 0 0
 4 3 1 1 0
 5 3 1 2 0
 6 3 2 2 0
 7 3 2 2 0
 8 3 2 2 0
 9 3 2 4 0
 10 3 2 4 0
 11 4 3 5 0
 12 5 3 5 0
 13 5 3 5 0
 14 6 3 5 0
 15 7 4 7 0
 16 7 4 7 0
 17 7 4 7 0
 18 7 4 9 0
 19 8 4 9 0
 20 8 4 10 0
 21 9 5 12 0
 22 9 5 14 0
 23 11 6 15 0
 24 11 6 15 0
 25 13 6 15 0
 26 13 6 15 0
 27 13 6 15 0
 28 13 7 15 0
 29 15 7 15 0
 30 16 7 15 0
 31 16 7 15 0
 32 17 7 17 0
 33 18 7 17 0
 34 18 7 17 0
 35 18 7 17 0
 36 18 7 18 0
 37 18 7 18 0
 38 18 7 19 0
 39 18 7 19 0
 40 18 7 19 0
 41 18 7 19 0
 42 18 7 19 0
 43 19 7 19 0
 44 19 7 19 0
 45 19 7 19 0
 46 20 7 19 0
 47 20 7 19 0
 48 20 7 19 0
 49 20 7 20 0
 50 20 8 20 0
 51 20 8 20 0
 52 20 8 20 0
 53 20 8 20 0
 54 21 8 20 0
 55 21 8 20 0
 56 22 8 20 0
 57 22 8 20 0
 58 22 8 21 0
 59 22 8 21 0
 60 22 9 21 0
 61 22 9 21 0
 62 22 9 21 0
 63 22 9 21 0
 64 22 10 21 0
 65 22 10 21 0
 66 22 10 21 0
 67 22 10 21 0
 68 22 10 21 0
 69 22 10 21 0
 70 22 10 21 0
 71 22 10 21 0
 72 22 10 21 0
 73 22 10 21 0
 74 23 10 21 0
 75 23 10 21 0
 76 23 10 21 0
 77 23 10 21 0
 78 23 10 21 0
 79 23 10 21 0
 80 23 10 21 0
 81 23 10 21 0
 82 24 10 21 0
 83 24 10 21 0
 84 24 10 21 0
 85 24 10 21 0
 86 25 10 21 0
 87 25 10 21 0
 88 25 10 21 0
 89 26 10 21 0
 90 26 10 21 0
 91 26 10 21 0
 92 26 10 21 0
 93 26 10 21 0
 94 26 10 21 0
 95 26 10 21 0
 96 26 10 21 0
 97 26 10 21 0
 98 26 10 21 0
 99 27 10 21 0
 100 27 10 21 0
