SampleSize,Set,sappalphas,sappbetas,sappalpha_ds,sappbeta_ds
1,1,1,0,0,1
1,2,7,0,0,0
1,3,2,0,0,0
1,4,6,0,0,0
1,5,5,0,1,0
1,6,3,0,1,0
1,7,5,0,3,0
1,8,4,0,0,0
1,9,7,1,0,0
1,10,2,1,0,0
1,11,6,0,0,0
1,12,5,0,0,0
1,13,3,1,0,0
1,14,7,0,0,0
1,15,5,1,0,0
1,16,5,1,0,0
1,17,3,0,0,0
1,18,3,0,0,0
1,19,3,0,0,0
1,20,4,0,0,0
20,1,1,0,0,1
20,1,5,2,0,0
20,1,2,0,2,0
20,1,4,1,2,0
20,1,3,1,0,0
20,1,5,0,0,0
20,1,4,1,0,0
20,1,6,0,0,0
20,1,4,0,0,1
20,1,4,0,0,0
20,1,2,0,1,0
20,1,2,0,0,0
20,1,3,0,0,1
20,1,6,0,0,0
20,1,1,1,0,1
20,1,3,3,0,0
20,1,4,0,0,0
20,1,5,1,0,0
20,1,7,0,0,0
20,1,7,1,0,0
20,2,7,0,0,0
20,2,3,1,1,0
20,2,5,0,1,1
20,2,2,0,0,0
20,2,4,1,1,0
20,2,4,0,2,0
20,2,4,1,0,0
20,2,5,0,0,0
20,2,3,0,1,0
20,2,4,0,0,0
20,2,3,2,0,0
20,2,3,0,0,0
20,2,2,0,0,0
20,2,1,0,2,0
20,2,5,1,0,0
20,2,3,0,1,0
20,2,8,0,0,0
20,2,5,0,2,0
20,2,7,2,1,0
20,2,5,2,1,0
20,3,2,0,0,0
20,3,2,1,1,0
20,3,4,0,1,0
20,3,4,0,0,0
20,3,3,1,0,0
20,3,5,1,1,0
20,3,2,0,1,0
20,3,2,0,0,1
20,3,4,2,0,0
20,3,2,0,1,0
20,3,1,0,2,0
20,3,6,1,0,0
20,3,2,1,1,0
20,3,5,0,0,0
20,3,4,0,1,0
20,3,6,0,0,0
20,3,3,0,1,0
20,3,3,1,0,0
20,3,4,0,0,0
20,3,3,0,0,0
20,4,6,0,0,0
20,4,2,1,0,0
20,4,2,2,0,0
20,4,2,0,0,0
20,4,2,0,0,0
20,4,5,0,1,0
20,4,3,0,2,0
20,4,3,2,0,0
20,4,4,0,0,0
20,4,4,0,0,0
20,4,4,1,0,0
20,4,5,0,0,0
20,4,2,1,0,0
20,4,3,0,0,0
20,4,2,0,0,0
