 "tick" "sappalphas" "sappbetas" "sappalpha_ds" "sappbeta_ds"
 0 0 0 0 0
 1 0 0 0 0
 2 4 0 1 1
 3 6 0 4 2
 4 6 0 5 3
 5 6 0 6 3
 6 6 0 6 3
 7 6 0 6 3
 8 6 0 6 3
 9 6 0 6 3
 10 6 0 6 3
 11 6 0 6 3
 12 6 0 6 3
 13 6 0 6 3
 14 6 0 6 3
 15 6 0 6 3
 16 6 0 6 3
 17 6 0 6 3
 18 6 0 6 3
 19 6 0 6 3
 20 6 0 6 3
 21 6 0 7 3
 22 6 0 7 3
 23 6 0 7 3
 24 6 0 7 3
 25 6 0 8 3
 26 6 0 8 3
 27 6 0 8 3
 28 6 0 8 3
 29 6 1 8 3
 30 7 1 8 3
 31 7 1 8 3
 32 8 1 8 3
 33 8 1 8 3
 34 8 1 8 3
 35 8 1 8 3
 36 8 1 8 3
 37 8 1 8 3
 38 8 1 8 3
 39 8 1 8 3
 40 8 1 8 3
 41 8 1 8 3
 42 8 1 8 3
 43 8 1 8 3
 44 8 1 8 3
 45 8 1 8 3
 46 8 1 8 3
 47 8 1 8 3
 48 8 1 8 3
 49 8 1 8 3
 50 8 1 8 3
 51 8 1 8 3
 52 8 1 8 3
 53 8 1 8 3
 54 8 1 8 3
 55 8 1 8 3
 56 8 1 8 3
 57 8 1 8 3
 58 8 1 8 3
 59 8 1 8 3
 60 8 1 8 3
 61 8 1 8 3
 62 8 1 8 3
 63 8 1 8 3
 64 8 1 8 3
 65 8 1 8 3
 66 8 1 8 3
 67 8 1 8 3
 68 8 1 8 3
 69 8 1 8 3
 70 8 1 8 3
 71 8 1 8 3
 72 8 1 8 3
 73 8 1 8 3
 74 8 1 8 3
 75 8 1 8 3
 76 8 1 8 3
 77 8 1 8 3
 78 8 1 8 3
 79 8 1 8 3
 80 8 1 8 3
 81 8 1 8 3
 82 8 1 8 3
 83 8 1 8 3
 84 8 1 8 3
 85 8 1 8 3
 86 8 1 8 3
 87 9 1 8 3
 88 9 1 8 3
 89 9 1 8 3
 90 9 1 8 3
 91 10 1 8 3
 92 10 1 8 3
 93 11 1 8 3
 94 11 1 8 3
 95 11 1 8 3
 96 11 1 8 3
 97 11 1 8 3
 98 11 1 8 3
 99 11 1 8 3
 100 11 1 8 3
