 "tick" "sappalphas" "sappbetas" "sappalpha_ds" "sappbeta_ds"
 0 0 0 0 0
 1 0 0 0 0
 2 4 1 0 0
 3 5 1 0 0
 4 5 1 3 1
 5 5 1 3 1
 6 5 1 3 1
 7 5 1 4 1
 8 5 1 5 1
 9 5 1 5 1
 10 5 1 5 1
 11 5 1 5 1
 12 5 1 5 1
 13 5 1 5 1
 14 5 1 5 1
 15 5 1 5 1
 16 5 1 5 1
 17 6 2 5 1
 18 6 2 5 1
 19 6 2 5 1
 20 6 2 5 1
 21 6 2 5 1
 22 6 2 5 1
 23 6 2 6 1
 24 6 2 6 1
 25 6 2 6 1
 26 7 2 6 1
 27 7 2 6 1
 28 7 2 6 1
 29 7 2 6 1
 30 7 2 6 1
 31 7 2 6 1
 32 7 2 6 1
 33 7 2 6 1
 34 7 2 6 1
 35 7 2 6 1
 36 7 2 6 1
 37 7 2 6 1
 38 7 3 6 1
 39 7 3 6 1
 40 7 3 6 1
 41 7 3 6 1
 42 7 3 6 1
 43 7 3 6 1
 44 7 3 6 1
 45 7 3 6 1
 46 7 3 6 1
 47 7 3 6 1
 48 7 3 6 1
 49 7 3 6 1
 50 7 3 6 1
 51 7 3 6 1
 52 7 3 6 1
 53 7 3 6 1
 54 7 3 6 1
 55 7 3 6 1
 56 7 3 6 1
 57 7 3 6 1
 58 7 3 6 1
 59 7 3 6 1
 60 7 3 6 1
 61 7 3 6 1
 62 7 3 6 1
 63 7 3 6 1
 64 7 3 6 1
 65 7 3 6 1
 66 7 2 6 1
 67 7 2 6 1
 68 7 2 6 1
 69 7 2 6 1
 70 7 2 6 1
 71 7 2 6 1
 72 7 2 6 1
 73 7 2 6 1
 74 7 2 6 1
 75 7 2 6 1
 76 7 2 6 1
 77 7 2 6 1
 78 7 2 6 1
 79 7 2 6 1
 80 7 2 6 1
 81 7 2 6 1
 82 7 2 6 1
 83 7 2 6 1
 84 7 2 6 1
 85 7 2 6 1
 86 7 2 6 1
 87 7 2 6 1
 88 7 2 6 1
 89 7 2 6 1
 90 7 2 6 1
 91 7 2 6 1
 92 7 2 6 1
 93 7 2 6 1
 94 7 2 6 1
 95 7 2 6 1
 96 7 2 6 1
 97 7 2 6 1
 98 8 2 6 1
 99 8 2 6 1
 100 8 2 6 1
