 "tick" "sappalphas" "sappbetas" "sappalpha_ds" "sappbeta_ds"
 0 0 0 0 0
 1 0 0 0 0
 2 3 0 0 0
 3 5 0 4 1
 4 5 0 5 2
 5 5 0 5 3
 6 5 0 8 4
 7 6 0 8 4
 8 6 0 8 4
 9 8 0 8 4
 10 8 0 8 4
 11 8 0 9 4
 12 9 0 9 4
 13 9 0 10 4
 14 9 0 10 4
 15 9 0 10 4
 16 9 0 10 4
 17 9 0 10 4
 18 9 0 10 5
 19 9 0 10 5
 20 9 0 10 5
 21 9 0 10 5
 22 9 0 10 5
 23 9 0 10 5
 24 9 0 10 5
 25 9 0 10 5
 26 9 0 10 5
 27 10 0 10 5
 28 10 0 10 5
 29 10 0 10 5
 30 12 0 10 5
 31 13 0 10 5
 32 13 0 10 5
 33 13 0 10 5
 34 13 0 10 5
 35 13 0 10 5
 36 13 0 10 5
 37 13 0 10 5
 38 13 0 10 5
 39 13 0 11 5
 40 13 0 11 5
 41 13 0 11 5
 42 13 0 11 5
 43 13 0 11 5
 44 14 0 11 5
 45 14 0 11 5
 46 14 0 11 5
 47 14 0 11 5
 48 15 0 11 5
 49 16 0 11 5
 50 16 0 11 5
 51 16 0 11 5
 52 16 0 11 5
 53 16 0 11 5
 54 16 0 11 5
 55 16 0 11 5
 56 16 0 11 5
 57 16 0 11 5
 58 16 0 11 5
 59 16 0 11 5
 60 16 0 11 5
 61 16 0 11 5
 62 16 0 11 5
 63 16 0 11 5
 64 16 0 11 5
 65 16 0 11 5
 66 17 0 11 5
 67 17 0 11 5
 68 17 0 11 5
 69 18 0 11 5
 70 18 0 11 5
 71 18 0 11 5
 72 18 0 11 5
 73 18 0 11 5
 74 18 0 11 5
 75 18 0 11 5
 76 18 0 11 5
 77 18 0 11 5
 78 18 0 11 5
 79 18 0 11 5
 80 18 0 11 5
 81 18 0 11 5
 82 19 0 11 5
 83 19 0 11 5
 84 19 0 11 5
 85 20 0 11 5
 86 20 0 11 5
 87 20 0 11 5
 88 20 0 11 5
 89 21 0 11 5
 90 21 0 11 5
 91 21 0 11 5
 92 21 0 11 5
 93 21 0 11 5
 94 21 0 11 5
 95 21 0 11 5
 96 21 0 11 5
 97 21 0 11 5
 98 21 0 11 5
 99 21 0 11 5
 100 21 0 11 5
