 "tick" "sappalphas" "sappbetas" "sappalpha_ds" "sappbeta_ds"
 0 0 0 0 0
 1 0 0 0 0
 2 0 0 1 0
 3 1 0 6 0
 4 1 1 9 0
 5 1 1 10 0
 6 1 1 11 1
 7 1 1 11 1
 8 1 1 11 1
 9 1 1 11 1
 10 1 1 11 1
 11 1 1 12 1
 12 1 1 12 1
 13 1 1 12 1
 14 1 1 12 1
 15 1 1 12 1
 16 1 1 13 1
 17 1 1 13 1
 18 1 1 13 1
 19 2 1 13 1
 20 2 1 13 1
 21 2 1 13 1
 22 2 1 13 1
 23 2 1 13 1
 24 2 1 13 1
 25 2 1 13 1
 26 2 1 13 1
 27 2 1 13 1
 28 2 1 13 1
 29 2 1 13 1
 30 2 1 13 1
 31 2 1 13 1
 32 2 1 13 1
 33 2 1 13 1
 34 2 1 13 1
 35 2 1 13 1
 36 2 1 13 1
 37 2 1 13 1
 38 2 2 13 1
 39 2 2 13 1
 40 2 2 13 1
 41 2 2 13 1
 42 2 2 13 1
 43 2 2 13 1
 44 2 2 13 1
 45 2 2 13 1
 46 2 2 13 1
 47 2 2 13 1
 48 2 2 13 1
 49 2 2 13 1
 50 3 2 13 1
 51 3 2 13 1
 52 3 2 13 1
 53 3 2 13 1
 54 3 2 13 1
 55 3 2 13 1
 56 3 2 13 1
 57 3 2 13 1
 58 3 2 13 1
 59 3 2 13 1
 60 3 2 13 1
 61 3 2 13 1
 62 3 2 13 1
 63 4 2 13 1
 64 5 2 13 1
 65 5 2 13 1
 66 5 2 13 1
 67 5 2 13 1
 68 5 2 13 1
 69 5 2 13 1
 70 5 2 13 1
 71 5 2 13 1
 72 5 2 13 1
 73 5 2 13 1
 74 5 2 13 1
 75 5 2 13 1
 76 5 2 13 1
 77 5 2 13 1
 78 5 2 13 1
 79 5 2 13 1
 80 5 2 13 1
 81 5 2 13 1
 82 5 2 13 1
 83 5 2 13 1
 84 5 2 13 1
 85 5 2 13 1
 86 6 2 13 1
 87 6 2 13 1
 88 7 3 13 1
 89 7 3 13 1
 90 7 3 13 1
 91 7 3 13 1
 92 7 3 13 1
 93 7 3 13 1
 94 7 3 13 1
 95 7 3 13 1
 96 8 3 13 1
 97 8 3 13 1
 98 8 3 13 1
 99 8 3 13 1
 100 8 3 13 1
