 "tick" "sappalphas" "sappbetas" "sappalpha_ds" "sappbeta_ds"
 0 0 0 0 0
 1 0 0 0 0
 2 5 0 0 0
 3 6 0 1 0
 4 6 0 2 0
 5 6 0 2 0
 6 6 0 2 0
 7 6 0 3 0
 8 6 0 3 0
 9 6 0 3 0
 10 6 0 3 0
 11 6 0 4 0
 12 6 0 4 0
 13 6 0 4 0
 14 6 0 4 0
 15 6 0 4 0
 16 6 0 4 0
 17 6 0 4 0
 18 6 0 4 0
 19 6 0 4 0
 20 6 0 4 0
 21 6 0 4 0
 22 7 0 4 0
 23 7 0 4 0
 24 7 0 4 0
 25 7 0 4 0
 26 7 0 4 0
 27 7 0 4 0
 28 7 0 4 0
 29 8 0 4 0
 30 9 0 5 0
 31 9 0 5 0
 32 9 0 5 0
 33 9 0 5 0
 34 9 0 5 0
 35 9 0 6 0
 36 9 0 6 0
 37 10 0 6 0
 38 10 0 6 0
 39 10 0 6 0
 40 10 0 6 0
 41 10 0 6 0
 42 10 0 6 0
 43 10 0 6 0
 44 10 0 6 0
 45 10 0 6 0
 46 10 0 6 0
 47 10 0 6 0
 48 10 0 6 0
 49 10 0 6 0
 50 10 0 6 0
 51 10 0 6 0
 52 10 0 6 0
 53 10 0 6 0
 54 10 0 6 0
 55 10 0 6 0
 56 10 0 6 0
 57 10 0 6 0
 58 10 0 6 0
 59 10 0 6 0
 60 10 0 6 0
 61 10 0 6 0
 62 10 0 6 0
 63 10 0 6 0
 64 10 0 6 0
 65 10 0 6 0
 66 10 0 6 0
 67 10 0 6 0
 68 10 0 6 0
 69 11 0 6 0
 70 11 0 6 0
 71 11 0 6 0
 72 11 0 6 0
 73 11 0 6 0
 74 11 0 6 0
 75 11 0 6 0
 76 11 0 6 0
 77 11 0 6 0
 78 11 0 6 0
 79 11 0 6 0
 80 11 0 6 0
 81 11 0 6 0
 82 11 0 6 0
 83 11 0 6 0
 84 11 0 6 0
 85 11 0 6 0
 86 11 0 6 0
 87 11 0 6 0
 88 11 0 6 0
 89 11 0 6 0
 90 11 0 6 0
 91 11 0 6 0
 92 11 0 6 0
 93 11 0 6 0
 94 11 0 6 0
 95 11 0 6 0
 96 11 0 6 0
 97 12 0 6 0
 98 12 0 6 0
 99 13 0 6 0
 100 13 0 6 0
