 "tick" "sappalphas" "sappbetas" "sappalpha_ds" "sappbeta_ds"
 0 0 0 0 0
 1 0 0 0 0
 2 2 0 1 1
 3 4 0 2 2
 4 4 0 4 2
 5 4 0 5 2
 6 4 0 6 2
 7 4 0 8 2
 8 4 0 9 2
 9 4 0 9 2
 10 4 0 10 2
 11 4 0 10 2
 12 4 0 10 2
 13 4 0 10 2
 14 4 0 10 2
 15 4 0 10 2
 16 4 0 10 2
 17 4 0 11 2
 18 4 0 11 2
 19 5 0 12 2
 20 5 0 12 2
 21 5 0 13 2
 22 5 0 13 2
 23 5 0 13 2
 24 5 0 13 2
 25 5 0 13 2
 26 5 0 13 2
 27 5 0 14 2
 28 5 0 14 2
 29 5 0 14 2
 30 5 0 14 2
 31 5 0 14 2
 32 5 0 14 2
 33 5 0 14 2
 34 5 0 14 2
 35 5 0 14 2
 36 5 0 14 2
 37 5 0 14 2
 38 5 0 14 2
 39 5 0 14 2
 40 5 0 14 2
 41 5 0 14 2
 42 5 0 14 2
 43 6 0 14 2
 44 6 0 14 2
 45 6 0 15 2
 46 6 0 15 2
 47 6 0 15 2
 48 6 0 15 2
 49 6 0 15 2
 50 6 0 15 2
 51 6 0 15 2
 52 6 0 15 2
 53 6 0 15 2
 54 6 0 15 2
 55 6 0 15 2
 56 7 0 15 2
 57 7 0 15 2
 58 7 0 15 2
 59 7 0 15 2
 60 7 0 15 2
 61 7 0 15 2
 62 7 0 15 2
 63 7 0 15 2
 64 7 0 15 2
 65 7 1 15 2
 66 7 1 15 2
 67 7 1 15 2
 68 7 1 15 2
 69 7 1 15 2
 70 7 2 15 2
 71 7 2 15 2
 72 7 2 15 2
 73 8 2 15 2
 74 8 2 15 2
 75 8 2 15 2
 76 8 2 15 2
 77 8 2 15 2
 78 8 2 15 2
 79 8 2 15 2
 80 8 2 15 2
 81 8 2 15 2
 82 8 2 15 2
 83 8 2 15 2
 84 8 2 15 2
 85 8 2 15 2
 86 8 2 15 2
 87 8 2 15 2
 88 8 2 15 2
 89 9 2 15 2
 90 9 2 15 2
 91 9 2 15 2
 92 9 2 15 2
 93 9 2 15 2
 94 9 2 15 2
 95 9 2 15 2
 96 9 2 15 2
 97 9 2 15 2
 98 9 2 15 2
 99 9 2 15 2
 100 9 2 15 2
